vpID,scenID,choice,locPos,note,prozent,anzahl,photoID,sex,geschlecht,alter,internetnutzung,arztbesuche,
Agng05,16,,1,1.8,89,15,31,m,m,18,30,2,
Agng05,16,,2,2.2,75,102,39,m,m,18,30,2,
Agng05,16,3,3,2.0,75,73,25,m,m,18,30,2,
Agng05,16,,4,1.5,88,10,33,m,m,18,30,2,
Agng05,35,,1,1.6,91,6,,f,m,18,30,2,
Agng05,35,,2,1.7,90,7,,f,m,18,30,2,
Agng05,35,3,3,1.1,100,10,15,f,m,18,30,2,
Agng05,35,,4,1.3,95,14,13,f,m,18,30,2,
Agng05,17,,1,1.1,97,44,16,f,m,18,30,2,
Agng05,17,2,2,2.1,77,80,32,m,m,18,30,2,
Agng05,17,,3,1.0,100,45,15,f,m,18,30,2,
Agng05,17,,4,2.1,68,102,35,m,m,18,30,2,
Agng05,27,,1,1.5,80,48,40,m,m,18,30,2,
Agng05,27,,2,1.4,81,76,,m,m,18,30,2,
Agng05,27,3,3,1.6,90,32,35,m,m,18,30,2,
Agng05,27,,4,1.4,87,72,,f,m,18,30,2,
Agng05,37,,1,2.1,77,32,,f,m,18,30,2,
Agng05,37,,2,2.4,66,42,,f,m,18,30,2,
Agng05,37,,3,1.1,98,22,39,m,m,18,30,2,
Agng05,37,4,4,1.2,95,33,25,m,m,18,30,2,
Agng05,40,,1,2.0,76,106,,f,m,18,30,2,
Agng05,40,,2,1.1,100,89,14,f,m,18,30,2,
Agng05,40,,3,2.3,78,109,,f,m,18,30,2,
Agng05,40,4,4,1.1,98,104,22,f,m,18,30,2,
Agng05,6,,1,2.3,73,104,,m,m,18,30,2,
Agng05,6,2,2,1.4,82,48,,m,m,18,30,2,
Agng05,6,,3,1.7,85,21,,m,m,18,30,2,
Agng05,6,,4,2.0,66,76,,f,m,18,30,2,
Agng05,31,,1,1.9,76,8,31,m,m,18,30,2,
Agng05,31,,2,2.1,79,13,39,m,m,18,30,2,
Agng05,31,,3,2.2,71,73,,f,m,18,30,2,
Agng05,31,4,4,2.2,75,109,,m,m,18,30,2,
Agng05,8,1,1,1.3,95,30,,f,m,18,30,2,
Agng05,8,,2,2.0,70,120,,m,m,18,30,2,
