vpID,scenID,choice,locPos,note,prozent,anzahl,photoID,sex,geschlecht,alter,internetnutzung,arztbesuche,
Biwe23,37,,2,2.4,79,32,,f,f,20,20,5,
Biwe23,37,3,3,1.1,95,31,24,f,f,20,20,5,
Biwe23,37,,4,1.2,100,20,18,f,f,20,20,5,
Biwe23,38,,1,1.7,86,25,,m,f,20,20,5,
Biwe23,38,,2,1.1,98,20,31,m,f,20,20,5,
Biwe23,38,,3,1.4,92,22,,m,f,20,20,5,
Biwe23,38,4,4,1.0,95,27,19,f,f,20,20,5,
Biwe23,6,,1,1.4,81,30,,m,f,20,20,5,
Biwe23,6,2,2,2.4,78,109,,m,f,20,20,5,
Biwe23,6,,3,1.5,89,43,,f,f,20,20,5,
Biwe23,6,,4,2.2,71,85,,m,f,20,20,5,
Biwe23,16,,1,1.5,81,14,40,m,f,20,20,5,
Biwe23,16,2,2,2.2,67,85,32,m,f,20,20,5,
Biwe23,16,,3,1.7,84,9,19,f,f,20,20,5,
Biwe23,16,,4,2.1,67,90,26,m,f,20,20,5,
Biwe23,32,,1,1.9,79,15,39,m,f,20,20,5,
Biwe23,32,,2,2.3,79,38,,f,f,20,20,5,
Biwe23,32,3,3,2.1,73,50,,f,f,20,20,5,
Biwe23,32,,4,1.9,66,37,,m,f,20,20,5,
Biwe23,22,,1,1.1,98,5,30,m,f,20,20,5,
Biwe23,22,,2,1.7,85,119,27,m,f,20,20,5,
Biwe23,22,,3,1.3,97,13,37,m,f,20,20,5,
Biwe23,22,4,4,1.7,88,118,41,m,f,20,20,5,
Biwe23,30,1,1,2.4,78,92,,m,f,20,20,5,
Biwe23,30,,2,2.2,74,73,,m,f,20,20,5,
Biwe23,30,,3,1.9,75,22,13,f,f,20,20,5,
Biwe23,30,,4,2.0,77,44,30,m,f,20,20,5,
Brlf09,37,,1,1.0,96,20,31,m,f,22,7,3,
Brlf09,37,,2,2.2,73,35,,f,f,22,7,3,
Brlf09,37,,3,2.1,79,25,,m,f,22,7,3,
Brlf09,37,4,4,1.0,100,35,28,m,f,22,7,3,
Brlf09,40,,1,1.3,97,110,13,f,f,22,7,3,
Brlf09,40,2,2,1.3,99,116,26,m,f,22,7,3,
Brlf09,40,,3,1.9,79,115,,f,f,22,7,3,
Brlf09,40,,4,2.1,71,90,,f,f,22,7,3,
Brlf09,30,,1,2.2,68,24,35,m,f,22,7,3,
Brlf09,30,2,2,2.2,79,117,,f,f,22,7,3,
Brlf09,30,,3,2.2,67,86,,m,f,22,7,3,
Brlf09,30,,4,2.4,72,22,30,m,f,22,7,3,
Brlf09,13,,1,1.1,97,5,,m,f,22,7,3,
Brlf09,13,2,2,1.6,93,107,,f,f,22,7,3,
Brlf09,13,,3,1.6,84,113,,m,f,22,7,3,
Brlf09,13,,4,1.1,97,13,,m,f,22,7,3,
Brlf09,11,,1,1.3,100,13,,f,f,22,7,3,
Brlf09,11,,2,2.1,78,21,,m,f,22,7,3,
Brlf09,11,,3,2.1,78,40,,m,f,22,7,3,
Brlf09,11,4,4,1.1,95,15,,f,f,22,7,3,
Brlf09,34,,1,2.2,73,6,,m,f,22,7,3,
Brlf09,34,2,2,1.2,100,9,11,f,f,22,7,3,
Brlf09,34,,3,1.9,73,11,,m,f,22,7,3,
Brlf09,34,,4,1.0,97,12,16,f,f,22,7,3,
Brlf09,33,,1,2.4,66,8,,f,f,22,7,3,
Brlf09,33,,2,1.5,89,10,25,m,f,22,7,3,
Brlf09,33,,3,2.1,77,9,,m,f,22,7,3,
Brlf09,33,4,4,1.4,92,11,26,m,f,22,7,3,
Brlf09,32,,1,1.9,66,23,,m,f,22,7,3,
Brlf09,32,2,2,2.0,66,33,,f,f,22,7,3,
Brlf09,32,,3,2.1,72,5,35,m,f,22,7,3,
Brlf09,32,,4,2.2,77,24,,m,f,22,7,3,
Brlf09,17,,1,1.0,98,24,34,m,f,22,7,3,
Brlf09,17,,2,1.3,100,27,31,m,f,22,7,3,
Brlf09,17,3,3,1.9,68,93,37,m,f,22,7,3,
Brlf09,17,,4,1.9,76,84,19,f,f,22,7,3,
Brlf09,26,1,1,1.3,98,35,,f,f,22,7,3,
Brlf09,26,,2,1.0,97,10,29,m,f,22,7,3,
Brlf09,26,,3,1.0,96,10,33,m,f,22,7,3,
Brlf09,26,,4,1.3,96,30,,f,f,22,7,3,
Brlf09,36,,1,1.9,78,35,,m,f,22,7,3,
Brlf09,36,,2,1.9,72,27,,f,f,22,7,3,
Brlf09,36,3,3,1.6,85,40,12,f,f,22,7,3,
Brlf09,36,,4,1.5,82,31,23,f,f,22,7,3,
Brlf09,38,,1,1.5,80,27,,f,f,22,7,3,
Brlf09,38,,2,1.6,88,48,,m,f,22,7,3,
Brlf09,38,3,3,1.3,99,33,19,f,f,22,7,3,
Brlf09,38,,4,1.2,97,29,22,f,f,22,7,3,
Brlf09,14,,1,1.3,96,10,,f,f,22,7,3,
Brlf09,14,,2,1.7,85,38,,f,f,22,7,3,
Brlf09,14,3,3,1.7,91,43,,f,f,22,7,3,
Brlf09,14,,4,1.2,97,15,,f,f,22,7,3,
Brlf09,22,1,1,1.5,94,95,16,f,f,22,7,3,
Brlf09,22,,2,1.8,90,101,21,f,f,22,7,3,
Brlf09,22,,3,1.3,97,15,22,f,f,22,7,3,
Brlf09,22,,4,1.0,95,10,13,f,f,22,7,3,
Brlf09,9,1,1,1.9,73,84,,f,f,22,7,3,
Brlf09,9,,2,1.2,98,6,,f,f,22,7,3,
Brlf09,9,,3,1.2,95,7,,m,f,22,7,3,
Brlf09,9,,4,2.3,76,106,,m,f,22,7,3,
Brlf09,39,,1,2.0,73,70,,f,f,22,7,3,
Brlf09,39,2,2,1.4,93,97,38,m,f,22,7,3,
Brlf09,39,,3,2.4,74,77,,f,f,22,7,3,
Brlf09,39,,4,1.5,80,80,31,m,f,22,7,3,
Brlf09,27,,1,1.4,83,29,22,f,f,22,7,3,
Brlf09,27,2,2,1.5,88,111,,m,f,22,7,3,
Brlf09,27,,3,1.7,93,35,20,f,f,22,7,3,
Brlf09,27,,4,1.6,84,99,,m,f,22,7,3,
Brlf09,8,,1,2.4,71,89,,m,f,22,7,3,
Brlf09,8,,2,2.2,70,114,,f,f,22,7,3,
Brlf09,8,,3,1.1,98,22,,m,f,22,7,3,
Brlf09,8,4,4,1.2,99,45,,f,f,22,7,3,
Brlf09,12,,1,1.6,81,98,,f,f,22,7,3,
Brlf09,12,2,2,1.4,80,103,,m,f,22,7,3,
Brlf09,12,,3,1.0,95,25,,f,f,22,7,3,
Brlf09,12,,4,1.1,99,29,,m,f,22,7,3,
Brlf09,16,,1,2.4,75,84,25,m,f,22,7,3,
Brlf09,16,,2,1.8,82,9,15,f,f,22,7,3,
Brlf09,16,,3,1.7,86,14,13,f,f,22,7,3,
Brlf09,16,4,4,2.2,72,113,41,m,f,22,7,3,
Brlf09,15,1,1,1.5,89,43,37,m,f,22,7,3,
Brlf09,15,,2,2.0,68,116,19,f,f,22,7,3,
Brlf09,15,,3,2.2,79,86,41,m,f,22,7,3,
Brlf09,15,,4,1.5,82,20,16,f,f,22,7,3,
Brlf09,25,1,1,1.2,100,79,,m,f,22,7,3,
Brlf09,25,,2,1.2,99,70,,m,f,22,7,3,
Brlf09,25,,3,1.2,95,10,21,f,f,22,7,3,
Brlf09,25,,4,1.1,99,12,40,m,f,22,7,3,
Brlf09,21,,1,1.3,99,42,16,f,f,22,7,3,
Brlf09,21,,2,1.3,98,48,22,f,f,22,7,3,
Brlf09,21,,3,1.7,89,84,20,f,f,22,7,3,
Brlf09,21,4,4,1.6,84,80,18,f,f,22,7,3,
Brlf09,41,,1,1.5,80,74,,m,f,22,7,3,
Brlf09,41,,2,1.3,98,84,23,f,f,22,7,3,
Brlf09,41,3,3,1.1,96,76,39,m,f,22,7,3,
Brlf09,41,,4,1.7,81,104,,f,f,22,7,3,
Brlf09,35,,1,1.7,84,7,,m,f,22,7,3,
Brlf09,35,2,2,1.0,98,5,17,f,f,22,7,3,
Brlf09,35,,3,1.1,96,7,24,f,f,22,7,3,
Brlf09,35,,4,1.4,90,9,,f,f,22,7,3,
Brlf09,28,,1,1.8,81,72,,m,f,22,7,3,
Brlf09,28,2,2,1.4,94,88,,m,f,22,7,3,
Brlf09,28,,3,1.7,84,8,40,m,f,22,7,3,
Brlf09,28,,4,1.4,93,6,14,f,f,22,7,3,
Brlf09,31,,1,2.1,76,82,,f,f,22,7,3,
Brlf09,31,,2,2.1,67,8,26,m,f,22,7,3,
Brlf09,31,,3,1.9,78,15,24,f,f,22,7,3,
Brlf09,31,4,4,1.9,74,91,,f,f,22,7,3,
Brlf09,18,1,1,1.9,71,109,32,m,f,22,7,3,
Brlf09,18,,2,1.0,95,15,13,f,f,22,7,3,
Brlf09,18,,3,2.4,76,99,28,m,f,22,7,3,
Brlf09,18,,4,1.1,100,7,35,m,f,22,7,3,
Brlf09,20,1,1,1.3,97,14,29,m,f,22,7,3,
Brlf09,20,,2,2.1,67,33,37,m,f,22,7,3,
Brlf09,20,,3,2.0,71,23,21,f,f,22,7,3,
Brlf09,20,,4,1.0,96,5,32,m,f,22,7,3,
Brlf09,6,,1,1.6,86,33,,m,f,22,7,3,
Brlf09,6,,2,2.3,78,80,,f,f,22,7,3,
Brlf09,6,3,3,1.4,91,34,,f,f,22,7,3,
Brlf09,6,,4,2.0,69,80,,f,f,22,7,3,
Brlf09,29,,1,1.4,90,12,19,f,f,22,7,3,
Brlf09,29,,2,1.6,82,43,,m,f,22,7,3,
Brlf09,29,3,3,1.5,84,43,,f,f,22,7,3,
Brlf09,29,,4,1.6,91,6,16,f,f,22,7,3,
Brlf09,10,1,1,1.9,76,44,,m,f,22,7,3,
Brlf09,10,,2,2.3,74,37,,f,f,22,7,3,
Brlf09,10,,3,1.5,88,7,,m,f,22,7,3,
Brlf09,10,,4,1.8,85,10,,m,f,22,7,3,
Brlf09,7,,1,1.4,82,7,,f,f,22,7,3,
Brlf09,7,,2,1.7,84,10,,f,f,22,7,3,
Brlf09,7,,3,2.4,74,83,,m,f,22,7,3,
Brlf09,7,4,4,2.4,71,104,,f,f,22,7,3,
Brlf09,23,,1,1.6,91,41,20,f,f,22,7,3,
Brlf09,23,,2,1.3,98,10,21,f,f,22,7,3,
Brlf09,23,,3,1.0,100,15,18,f,f,22,7,3,
Brlf09,23,4,4,1.5,91,33,29,m,f,22,7,3,
Brlf09,24,,1,1.3,97,120,,f,f,22,7,3,
Brlf09,24,,2,1.3,97,48,17,f,f,22,7,3,
Brlf09,24,3,3,1.3,98,116,,f,f,22,7,3,
Brlf09,24,,4,1.1,97,23,25,m,f,22,7,3,
Brlf09,19,,1,2.4,70,21,23,f,f,22,7,3,
Brlf09,19,2,2,1.4,85,13,16,f,f,22,7,3,
Brlf09,19,,3,1.8,86,11,29,m,f,22,7,3,
Brlf09,19,,4,2.4,69,30,31,m,f,22,7,3,
cari17,39,,1,1.4,89,111,37,m,m,46,2,1,
cari17,39,,2,2.3,69,114,,f,m,46,2,1,
cari17,39,,3,1.6,87,119,41,m,m,46,2,1,
cari17,39,4,4,2.1,69,107,,m,m,46,2,1,
cari17,28,,1,1.6,94,117,,m,m,46,2,1,
cari17,28,2,2,1.6,82,84,,m,m,46,2,1,
cari17,28,,3,1.8,91,11,23,f,m,46,2,1,
cari17,28,,4,1.8,87,15,19,f,m,46,2,1,
cari17,32,1,1,2.4,74,27,,f,m,46,2,1,
cari17,32,,2,2.0,71,28,,m,m,46,2,1,
cari17,32,,3,2.3,78,12,33,m,m,46,2,1,
cari17,32,,4,2.0,79,27,,m,m,46,2,1,
cari17,6,,1,1.4,89,40,,f,m,46,2,1,
cari17,6,,2,1.5,83,26,,m,m,46,2,1,
cari17,6,3,3,2.2,68,72,,m,m,46,2,1,
cari17,6,,4,2.2,75,95,,f,m,46,2,1,
cari17,41,,1,1.5,81,95,,f,m,46,2,1,
cari17,41,2,2,1.1,97,115,24,f,m,46,2,1,
cari17,41,,3,1.1,97,112,25,m,m,46,2,1,
cari17,41,,4,1.8,84,70,,m,m,46,2,1,
cari17,22,,1,1.1,98,12,18,f,m,46,2,1,
cari17,22,,2,1.7,92,82,16,f,m,46,2,1,
cari17,22,,3,1.4,87,109,20,f,m,46,2,1,
cari17,22,4,4,1.1,98,6,27,m,m,46,2,1,
cari17,29,,1,1.4,84,46,,m,m,46,2,1,
cari17,29,2,2,1.7,91,15,14,f,m,46,2,1,
cari17,29,,3,1.8,80,13,39,m,m,46,2,1,
cari17,29,,4,1.4,93,30,,f,m,46,2,1,
cari17,20,,1,1.1,99,12,26,m,m,46,2,1,
cari17,20,,2,2.2,73,43,25,m,m,46,2,1,
cari17,20,3,3,1.3,96,9,13,f,m,46,2,1,
cari17,20,,4,2.0,72,38,40,m,m,46,2,1,
cari17,18,,1,1.1,100,13,35,m,m,46,2,1,
cari17,18,,2,2.3,79,77,18,f,m,46,2,1,
cari17,18,3,3,2.4,75,111,12,f,m,46,2,1,
cari17,18,,4,1.2,98,12,36,m,m,46,2,1,
cari17,40,,1,1.2,100,72,21,f,m,46,2,1,
cari17,40,,2,2.2,77,99,,f,m,46,2,1,
cari17,40,3,3,1.1,100,73,17,f,m,46,2,1,
cari17,40,,4,2.2,71,103,,m,m,46,2,1,
cari17,7,,1,2.4,67,99,,m,m,46,2,1,
cari17,7,,2,1.7,91,8,,f,m,46,2,1,
cari17,7,3,3,1.5,80,15,,m,m,46,2,1,
cari17,7,,4,1.9,79,105,,m,m,46,2,1,
cari17,21,,1,1.0,99,23,18,f,m,46,2,1,
cari17,21,2,2,1.5,85,83,15,f,m,46,2,1,
cari17,21,,3,1.7,85,80,26,m,m,46,2,1,
cari17,21,,4,1.2,98,21,27,m,m,46,2,1,
cari17,15,,1,1.5,89,45,37,m,m,46,2,1,
cari17,15,,2,1.9,77,94,25,m,m,46,2,1,
cari17,15,,3,2.0,67,89,32,m,m,46,2,1,
cari17,15,4,4,1.5,83,31,22,f,m,46,2,1,
cari17,25,1,1,1.3,99,12,17,f,m,46,2,1,
cari17,25,,2,1.0,99,74,,f,m,46,2,1,
cari17,25,,3,1.3,96,81,,m,m,46,2,1,
cari17,25,,4,1.0,100,14,14,f,m,46,2,1,
cari17,38,1,1,1.2,99,29,21,f,m,46,2,1,
cari17,38,,2,1.5,92,21,,f,m,46,2,1,
cari17,38,,3,1.6,92,40,,m,m,46,2,1,
cari17,38,,4,1.2,98,41,23,f,m,46,2,1,
cari17,24,,1,1.3,97,29,31,m,m,46,2,1,
cari17,24,,2,1.0,96,114,,m,m,46,2,1,
cari17,24,3,3,1.2,99,20,15,f,m,46,2,1,
cari17,24,,4,1.2,99,80,,f,m,46,2,1,
cari17,13,,1,1.0,99,15,,f,m,46,2,1,
cari17,13,2,2,1.2,100,11,,f,m,46,2,1,
cari17,13,,3,1.8,90,118,,f,m,46,2,1,
cari17,13,,4,1.8,82,74,,m,m,46,2,1,
cari17,30,,1,2.4,70,119,,f,m,46,2,1,
cari17,30,2,2,2.1,68,47,12,f,m,46,2,1,
cari17,30,,3,2.2,67,25,26,m,m,46,2,1,
cari17,30,,4,2.1,75,70,,f,m,46,2,1,
cari17,34,,1,1.9,79,13,,f,m,46,2,1,
cari17,34,,2,1.0,96,6,41,m,m,46,2,1,
cari17,34,3,3,1.2,100,15,28,m,m,46,2,1,
cari17,34,,4,2.3,71,13,,f,m,46,2,1,
cari17,27,1,1,1.5,86,112,,f,m,46,2,1,
cari17,27,,2,1.7,89,27,24,f,m,46,2,1,
cari17,27,,3,1.4,81,108,,f,m,46,2,1,
cari17,27,,4,1.8,86,44,31,m,m,46,2,1,
cari17,9,,1,1.3,98,7,,m,m,46,2,1,
cari17,9,,2,1.1,97,12,,m,m,46,2,1,
cari17,9,3,3,2.2,72,96,,f,m,46,2,1,
cari17,9,,4,1.9,70,103,,f,m,46,2,1,
cari17,8,,1,2.3,70,79,,m,m,46,2,1,
cari17,8,,2,1.0,98,23,,f,m,46,2,1,
cari17,8,3,3,2.0,78,108,,f,m,46,2,1,
cari17,8,,4,1.0,98,43,,m,m,46,2,1,
cari17,31,,1,2.0,68,100,,f,m,46,2,1,
cari17,31,,2,2.4,78,77,,f,m,46,2,1,
cari17,31,,3,2.3,78,12,25,m,m,46,2,1,
cari17,31,4,4,2.3,79,10,40,m,m,46,2,1,
cari17,12,1,1,1.7,84,111,,m,m,46,2,1,
cari17,12,,2,1.3,96,23,,f,m,46,2,1,
cari17,12,,3,1.7,90,90,,m,m,46,2,1,
cari17,12,,4,1.1,100,44,,f,m,46,2,1,
cari17,37,,1,1.3,98,24,25,m,m,46,2,1,
cari17,37,2,2,2.2,69,33,,f,m,46,2,1,
cari17,37,,3,1.0,99,48,24,f,m,46,2,1,
cari17,37,,4,2.4,69,29,,f,m,46,2,1,
cari17,33,,1,2.3,77,11,,f,m,46,2,1,
cari17,33,,2,1.6,94,14,28,m,m,46,2,1,
