vpID;scenID;choice;locPos;note;prozent;anzahl;photoID;sex;
Brlf09;21;;2;1.3;98;48;22;f;
Brlf09;21;;3;1.7;89;84;20;f;
Brlf09;21;4;4;1.6;84;80;18;f;
Brlf09;41;;1;1.5;80;74;;m;
Brlf09;41;;2;1.3;98;84;23;f;
Brlf09;41;3;3;1.1;96;76;39;m;
Brlf09;41;;4;1.7;81;104;;f;
Brlf09;35;;1;1.7;84;7;;m;
Brlf09;35;2;2;1.0;98;5;17;f;
Brlf09;35;;3;1.1;96;7;24;f;
Brlf09;35;;4;1.4;90;9;;f;
Brlf09;28;;1;1.8;81;72;;m;
Brlf09;28;2;2;1.4;94;88;;m;
Brlf09;28;;3;1.7;84;8;40;m;
Brlf09;28;;4;1.4;93;6;14;f;
Brlf09;31;;1;2.1;76;82;;f;
Brlf09;31;;2;2.1;67;8;26;m;
Brlf09;31;;3;1.9;78;15;24;f;
Brlf09;31;4;4;1.9;74;91;;f;
Brlf09;18;1;1;1.9;71;109;32;m;
Brlf09;18;;2;1.0;95;15;13;f;
Brlf09;18;;3;2.4;76;99;28;m;
Brlf09;18;;4;1.1;100;7;35;m;
Brlf09;20;1;1;1.3;97;14;29;m;
Brlf09;20;;2;2.1;67;33;37;m;
Brlf09;20;;3;2.0;71;23;21;f;
Brlf09;20;;4;1.0;96;5;32;m;
Brlf09;6;;1;1.6;86;33;;m;
Brlf09;6;;2;2.3;78;80;;f;
Brlf09;6;3;3;1.4;91;34;;f;
Brlf09;6;;4;2.0;69;80;;f;
Brlf09;29;;1;1.4;90;12;19;f;
Brlf09;29;;2;1.6;82;43;;m;
Brlf09;29;3;3;1.5;84;43;;f;
Brlf09;29;;4;1.6;91;6;16;f;
Brlf09;10;1;1;1.9;76;44;;m;
Brlf09;10;;2;2.3;74;37;;f;
Brlf09;10;;3;1.5;88;7;;m;
Brlf09;10;;4;1.8;85;10;;m;
Brlf09;7;;1;1.4;82;7;;f;
Brlf09;7;;2;1.7;84;10;;f;
Brlf09;7;;3;2.4;74;83;;m;
Brlf09;7;4;4;2.4;71;104;;f;
Brlf09;23;;1;1.6;91;41;20;f;
Brlf09;23;;2;1.3;98;10;21;f;
Brlf09;23;;3;1.0;100;15;18;f;
Brlf09;23;4;4;1.5;91;33;29;m;
Brlf09;24;;1;1.3;97;120;;f;
Brlf09;24;;2;1.3;97;48;17;f;
Brlf09;24;3;3;1.3;98;116;;f;
Brlf09;24;;4;1.1;97;23;25;m;
Brlf09;19;;1;2.4;70;21;23;f;
Brlf09;19;2;2;1.4;85;13;16;f;
Brlf09;19;;3;1.8;86;11;29;m;
Brlf09;19;;4;2.4;69;30;31;m;
cari17;39;;1;1.4;89;111;37;m;
cari17;39;;2;2.3;69;114;;f;
cari17;39;;3;1.6;87;119;41;m;
cari17;39;4;4;2.1;69;107;;m;
cari17;28;;1;1.6;94;117;;m;
cari17;28;2;2;1.6;82;84;;m;
cari17;28;;3;1.8;91;11;23;f;
cari17;28;;4;1.8;87;15;19;f;
cari17;32;1;1;2.4;74;27;;f;
cari17;32;;2;2.0;71;28;;m;
cari17;32;;3;2.3;78;12;33;m;
cari17;32;;4;2.0;79;27;;m;
cari17;6;;1;1.4;89;40;;f;
cari17;6;;2;1.5;83;26;;m;
cari17;6;3;3;2.2;68;72;;m;
cari17;6;;4;2.2;75;95;;f;
cari17;41;;1;1.5;81;95;;f;
cari17;41;2;2;1.1;97;115;24;f;
cari17;41;;3;1.1;97;112;25;m;
cari17;41;;4;1.8;84;70;;m;
cari17;22;;1;1.1;98;12;18;f;
cari17;22;;2;1.7;92;82;16;f;
cari17;22;;3;1.4;87;109;20;f;
cari17;22;4;4;1.1;98;6;27;m;
cari17;29;;1;1.4;84;46;;m;
cari17;29;2;2;1.7;91;15;14;f;
cari17;29;;3;1.8;80;13;39;m;
cari17;29;;4;1.4;93;30;;f;
cari17;20;;1;1.1;99;12;26;m;
cari17;20;;2;2.2;73;43;25;m;
cari17;20;3;3;1.3;96;9;13;f;
cari17;20;;4;2.0;72;38;40;m;
cari17;18;;1;1.1;100;13;35;m;
cari17;18;;2;2.3;79;77;18;f;
cari17;18;3;3;2.4;75;111;12;f;
cari17;18;;4;1.2;98;12;36;m;
cari17;40;;1;1.2;100;72;21;f;
cari17;40;;2;2.2;77;99;;f;
cari17;40;3;3;1.1;100;73;17;f;
cari17;40;;4;2.2;71;103;;m;
cari17;7;;1;2.4;67;99;;m;
cari17;7;;2;1.7;91;8;;f;
cari17;7;3;3;1.5;80;15;;m;
cari17;7;;4;1.9;79;105;;m;
cari17;21;;1;1.0;99;23;18;f;
cari17;21;2;2;1.5;85;83;15;f;
cari17;21;;3;1.7;85;80;26;m;
cari17;21;;4;1.2;98;21;27;m;
cari17;15;;1;1.5;89;45;37;m;
cari17;15;;2;1.9;77;94;25;m;
cari17;15;;3;2.0;67;89;32;m;
cari17;15;4;4;1.5;83;31;22;f;
cari17;25;1;1;1.3;99;12;17;f;
cari17;25;;2;1.0;99;74;;f;
cari17;25;;3;1.3;96;81;;m;
cari17;25;;4;1.0;100;14;14;f;
cari17;38;1;1;1.2;99;29;21;f;
cari17;38;;2;1.5;92;21;;f;
cari17;38;;3;1.6;92;40;;m;
cari17;38;;4;1.2;98;41;23;f;
cari17;24;;1;1.3;97;29;31;m;
cari17;24;;2;1.0;96;114;;m;
cari17;24;3;3;1.2;99;20;15;f;
cari17;24;;4;1.2;99;80;;f;
cari17;13;;1;1.0;99;15;;f;
cari17;13;2;2;1.2;100;11;;f;
cari17;13;;3;1.8;90;118;;f;
cari17;13;;4;1.8;82;74;;m;
cari17;30;;1;2.4;70;119;;f;
cari17;30;2;2;2.1;68;47;12;f;
cari17;30;;3;2.2;67;25;26;m;
cari17;30;;4;2.1;75;70;;f;
cari17;34;;1;1.9;79;13;;f;
cari17;34;;2;1.0;96;6;41;m;
cari17;34;3;3;1.2;100;15;28;m;
cari17;34;;4;2.3;71;13;;f;
cari17;27;1;1;1.5;86;112;;f;
cari17;27;;2;1.7;89;27;24;f;
cari17;27;;3;1.4;81;108;;f;
cari17;27;;4;1.8;86;44;31;m;
cari17;9;;1;1.3;98;7;;m;
cari17;9;;2;1.1;97;12;;m;
cari17;9;3;3;2.2;72;96;;f;
cari17;9;;4;1.9;70;103;;f;
cari17;8;;1;2.3;70;79;;m;
cari17;8;;2;1.0;98;23;;f;
cari17;8;3;3;2.0;78;108;;f;
cari17;8;;4;1.0;98;43;;m;
cari17;31;;1;2.0;68;100;;f;
cari17;31;;2;2.4;78;77;;f;
cari17;31;;3;2.3;78;12;25;m;
cari17;31;4;4;2.3;79;10;40;m;
cari17;12;1;1;1.7;84;111;;m;
cari17;12;;2;1.3;96;23;;f;
cari17;12;;3;1.7;90;90;;m;
cari17;12;;4;1.1;100;44;;f;
cari17;37;;1;1.3;98;24;25;m;
cari17;37;2;2;2.2;69;33;;f;
cari17;37;;3;1.0;99;48;24;f;
cari17;37;;4;2.4;69;29;;f;
cari17;33;;1;2.3;77;11;;f;
cari17;33;;2;1.6;94;14;28;m;
cari17;33;3;3;2.4;72;12;;m;
cari17;33;;4;1.5;82;15;32;m;
cari17;19;1;1;2.0;73;38;25;m;
cari17;19;;2;1.5;92;7;23;f;
cari17;19;;3;1.5;88;14;24;f;
cari17;19;;4;2.1;69;40;13;f;
cari17;16;;1;2.0;69;81;15;f;
cari17;16;;2;1.6;87;12;37;m;
cari17;16;3;3;1.7;81;11;33;m;
cari17;16;;4;2.0;76;70;28;m;
cari17;10;1;1;1.5;90;6;;m;
cari17;10;;2;1.7;87;6;;f;
cari17;10;;3;2.3;74;43;;m;
cari17;10;;4;1.9;75;48;;m;
cari17;26;;1;1.2;98;47;;f;
cari17;26;;2;1.2;97;11;36;m;
cari17;26;;3;1.3;98;5;17;f;
cari17;26;4;4;1.1;99;38;;f;
cari17;23;1;1;1.1;95;14;31;m;
cari17;23;;2;1.8;82;43;13;f;
cari17;23;;3;1.7;87;23;25;m;
cari17;23;;4;1.0;97;11;33;m;
cari17;36;1;1;1.4;80;23;27;m;
cari17;36;;2;1.6;94;32;29;m;
cari17;36;;3;1.9;70;31;;f;
cari17;36;;4;2.0;75;30;;f;
cari17;35;;1;1.5;80;15;;f;
cari17;35;2;2;1.2;98;5;24;f;
cari17;35;;3;1.8;81;13;;f;
cari17;35;;4;1.1;100;12;19;f;
cari17;17;;1;2.4;79;111;30;m;
cari17;17;;2;1.1;97;23;23;f;
cari17;17;3;3;2.2;78;92;25;m;
cari17;17;;4;1.2;98;42;37;m;
cari17;11;1;1;1.9;78;39;;f;
cari17;11;;2;1.3;97;11;;f;
cari17;11;;3;1.3;95;13;;m;
cari17;11;;4;1.9;72;38;;m;
cari17;14;1;1;1.0;100;10;;f;
cari17;14;;2;1.8;81;44;;m;
cari17;14;;3;1.0;98;11;;m;
cari17;14;;4;1.8;86;32;;m;
Cheo31;34;1;1;1.1;97;10;17;f;
Cheo31;34;;2;1.0;96;7;18;f;
Cheo31;34;;3;1.9;78;10;;f;
Cheo31;34;;4;2.4;78;11;;m;
Cheo31;11;;1;1.0;99;9;;m;
Cheo31;11;;2;2.2;74;35;;f;
Cheo31;11;3;3;1.9;66;23;;m;
Cheo31;11;;4;1.0;98;11;;f;
Cheo31;26;;1;1.0;98;37;;m;
Cheo31;26;;2;1.2;96;34;;m;
Cheo31;26;3;3;1.0;95;10;37;m;
Cheo31;26;;4;1.3;97;5;25;m;
Cheo31;12;;1;1.0;98;39;;m;
Cheo31;12;;2;1.0;100;42;;m;
Cheo31;12;3;3;1.5;84;105;;f;
Cheo31;12;;4;1.6;89;116;;m;
Cheo31;23;;1;1.1;97;8;20;f;
Cheo31;23;;2;1.4;90;36;18;f;
Cheo31;23;;3;1.5;91;22;16;f;
Cheo31;23;4;4;1.1;100;6;33;m;
Cheo31;7;;1;2.2;72;100;;f;
Cheo31;7;2;2;1.5;90;15;;f;
Cheo31;7;;3;1.6;86;7;;m;
Cheo31;7;;4;2.1;79;85;;m;
Cheo31;16;;1;1.9;79;118;23;f;
Cheo31;16;2;2;1.8;87;13;29;m;
Cheo31;16;;3;1.8;80;13;26;m;
Cheo31;16;;4;2.4;75;84;31;m;
Cheo31;30;1;1;1.9;78;95;;m;
Cheo31;30;;2;2.2;70;88;;m;
Cheo31;30;;3;2.3;70;28;19;f;
Cheo31;30;;4;2.4;73;24;38;m;
Cheo31;31;;1;2.1;69;89;;m;
Cheo31;31;;2;2.2;77;102;;m;
Cheo31;31;;3;2.0;70;6;15;f;
Cheo31;31;4;4;2.1;67;5;22;f;
Cheo31;21;1;1;1.1;99;49;14;f;
Cheo31;21;;2;1.6;81;104;27;m;
Cheo31;21;;3;1.6;87;86;12;f;
Cheo31;21;;4;1.2;100;33;13;f;
Cheo31;39;1;1;1.5;88;97;17;f;
Cheo31;39;;2;1.4;84;72;14;f;
Cheo31;39;;3;2.1;77;97;;f;
Cheo31;39;;4;2.0;73;70;;m;
Cheo31;27;;1;1.8;92;44;15;f;
Cheo31;27;;2;1.4;91;79;;f;
Cheo31;27;;3;1.8;88;115;;m;
Cheo31;27;4;4;1.8;88;46;21;f;
Cheo31;38;;1;1.5;89;35;;f;
Cheo31;38;2;2;1.5;94;46;;f;
Cheo31;38;;3;1.0;98;43;12;f;
Cheo31;38;;4;1.1;96;38;23;f;
Cheo31;41;1;1;1.1;98;102;22;f;
Cheo31;41;;2;1.6;89;90;;f;
Cheo31;41;;3;1.8;82;79;;m;
Cheo31;41;;4;1.0;96;117;12;f;
Cheo31;33;;1;2.2;67;5;;f;
Cheo31;33;2;2;2.0;74;11;;f;
Cheo31;33;;3;1.4;81;9;15;f;
Cheo31;33;;4;1.8;87;11;41;m;
Cheo31;36;;1;1.4;91;30;18;f;
Cheo31;36;;2;2.0;73;31;;f;
Cheo31;36;;3;1.9;73;27;;m;
Cheo31;36;4;4;1.8;89;22;17;f;
Cheo31;18;;1;1.1;97;6;37;m;
Cheo31;18;2;2;2.4;74;92;17;f;
Cheo31;18;;3;1.3;97;14;15;f;
Cheo31;18;;4;1.9;72;83;12;f;
Cheo31;22;;1;1.5;91;100;39;m;
Cheo31;22;2;2;1.2;95;11;17;f;
Cheo31;22;;3;1.5;91;78;37;m;
Cheo31;22;;4;1.2;95;5;28;m;
Cheo31;8;;1;1.3;95;28;;m;
Cheo31;8;;2;2.3;68;120;;m;
Cheo31;8;;3;1.1;100;33;;f;
Cheo31;8;4;4;2.0;73;118;;m;
Cheo31;28;;1;1.4;90;80;;f;
Cheo31;28;;2;1.7;86;15;12;f;
Cheo31;28;;3;1.7;88;10;15;f;
Cheo31;28;4;4;1.7;90;71;;m;
Cheo31;32;;1;2.0;74;25;;f;
Cheo31;32;;2;1.9;67;24;;m;
Cheo31;32;3;3;1.9;67;10;21;f;
Cheo31;32;;4;2.2;67;49;;m;
Cheo31;17;1;1;1.3;97;28;14;f;
Cheo31;17;;2;2.4;68;92;23;f;
Cheo31;17;;3;2.2;68;104;26;m;
Cheo31;17;;4;1.3;100;22;37;m;
Cheo31;9;1;1;1.2;95;5;;m;
Cheo31;9;;2;1.9;70;96;;m;
Cheo31;9;;3;1.9;67;99;;f;
Cheo31;9;;4;1.1;99;14;;m;
Cheo31;20;;1;1.3;96;8;34;m;
Cheo31;20;2;2;1.3;95;13;37;m;
Cheo31;20;;3;2.4;70;25;26;m;
Cheo31;20;;4;2.2;73;46;31;m;
Cheo31;13;;1;1.0;96;15;;f;
Cheo31;13;;2;1.6;82;114;;f;
Cheo31;13;3;3;1.5;92;72;;f;
Cheo31;13;;4;1.1;100;12;;m;
Cheo31;24;;1;1.3;98;88;;f;
Cheo31;24;;2;1.2;98;44;31;m;
Cheo31;24;3;3;1.2;98;42;27;m;
Cheo31;24;;4;1.0;100;101;;m;
Cheo31;25;;1;1.2;95;70;;f;
Cheo31;25;;2;1.1;100;118;;m;
Cheo31;25;3;3;1.1;96;15;27;m;
Cheo31;25;;4;1.0;99;15;23;f;
Cheo31;15;;1;1.8;83;40;12;f;
Cheo31;15;;2;1.5;91;26;16;f;
Cheo31;15;3;3;2.1;66;104;36;m;
Cheo31;15;;4;2.3;76;93;38;m;
Cheo31;40;1;1;1.1;100;100;14;f;
Cheo31;40;;2;1.9;72;114;;f;
Cheo31;40;;3;1.3;100;116;32;m;
Cheo31;40;;4;2.3;73;107;;f;
Cheo31;6;;1;2.3;74;87;;f;
Cheo31;6;;2;1.4;83;32;;m;
Cheo31;6;3;3;1.6;80;38;;m;
Cheo31;6;;4;2.3;74;113;;f;
Cheo31;19;;1;2.4;66;35;41;m;
Cheo31;19;;2;2.0;69;23;39;m;
Cheo31;19;;3;1.8;83;13;33;m;
Cheo31;19;4;4;1.7;85;9;24;f;
Cheo31;10;1;1;1.8;80;13;;m;
Cheo31;10;;2;1.5;92;7;;m;
Cheo31;10;;3;2.3;68;25;;m;
Cheo31;10;;4;2.1;78;27;;f;
Cheo31;14;;1;1.3;95;12;;m;
Cheo31;14;;2;1.0;97;15;;m;
Cheo31;14;;3;1.4;89;35;;m;
Cheo31;14;4;4;1.7;88;24;;f;
Cheo31;35;1;1;1.2;96;14;21;f;
Cheo31;35;;2;1.0;95;13;15;f;
Cheo31;35;;3;1.8;85;8;;m;
Cheo31;35;;4;1.7;94;15;;m;
Cheo31;37;;1;1.2;100;28;25;m;
Cheo31;37;2;2;1.9;73;27;;f;
Cheo31;37;;3;1.3;98;22;11;f;
Cheo31;37;;4;2.2;71;23;;m;
Cheo31;29;1;1;1.6;86;5;28;m;
Cheo31;29;;2;1.8;83;40;;f;
Cheo31;29;;3;1.5;90;23;;m;
Cheo31;29;;4;1.4;90;8;39;m;
Cher22;29;;1;1.5;91;47;;m;
Cher22;29;2;2;1.8;86;10;38;m;
Cher22;29;;3;1.8;92;5;39;m;
Cher22;29;;4;1.4;85;34;;f;
Cher22;18;1;1;1.3;97;11;26;m;
Cher22;18;;2;2.1;70;100;40;m;
Cher22;18;;3;1.1;97;15;30;m;
Cher22;18;;4;2.0;78;105;12;f;
Cher22;16;;1;1.5;83;5;38;m;
Cher22;16;;2;2.4;77;94;36;m;
Cher22;16;;3;1.7;87;12;12;f;
Cher22;16;4;4;2.3;71;101;28;m;
Cher22;15;1;1;1.6;83;45;40;m;
Cher22;15;;2;2.0;70;73;32;m;
Cher22;15;;3;1.8;88;27;29;m;
Cher22;15;;4;2.4;72;78;22;f;
Cher22;28;;1;1.5;93;5;27;m;
Cher22;28;2;2;1.7;83;6;41;m;
Cher22;28;;3;1.5;85;118;;m;
Cher22;28;;4;1.4;87;103;;m;
Cher22;33;;1;1.4;85;13;36;m;
Cher22;33;;2;1.9;72;6;;m;
Cher22;33;3;3;1.5;87;15;33;m;
Cher22;33;;4;2.4;79;12;;m;
Cher22;19;1;1;2.0;72;48;41;m;
Cher22;19;;2;1.6;93;10;24;f;
Cher22;19;;3;2.0;66;27;23;f;
Cher22;19;;4;1.8;89;14;11;f;
Cher22;23;1;1;1.0;97;12;41;m;
Cher22;23;;2;1.8;92;21;38;m;
Cher22;23;;3;1.1;98;9;12;f;
Cher22;23;;4;1.4;88;36;21;f;
Cher22;34;;1;1.0;95;8;39;m;
Cher22;34;;2;2.3;75;6;;m;
Cher22;34;;3;2.0;68;15;;m;
Cher22;34;4;4;1.2;97;12;34;m;
Cher22;6;;1;1.8;93;47;;m;
Cher22;6;;2;1.6;93;38;;m;
Cher22;6;3;3;2.2;66;103;;f;
Cher22;6;;4;2.4;72;108;;m;
Cher22;8;;1;2.3;70;115;;m;
Cher22;8;;2;2.4;68;78;;m;
Cher22;8;;3;1.2;96;27;;m;
Cher22;8;4;4;1.0;95;29;;m;
Cher22;30;1;1;2.1;79;89;;m;
Cher22;30;;2;2.2;73;48;15;f;
Cher22;30;;3;2.0;71;89;;f;
Cher22;30;;4;2.2;78;38;20;f;
Cher22;9;;1;1.2;97;7;;m;
Cher22;9;;2;1.3;96;11;;m;
Cher22;9;;3;2.2;77;72;;f;
Cher22;9;4;4;2.0;73;102;;f;
Cher22;24;;1;1.3;97;96;;f;
Cher22;24;;2;1.1;97;36;39;m;
Cher22;24;3;3;1.1;100;35;18;f;
Cher22;24;;4;1.3;100;115;;f;
Cher22;20;1;1;2.3;66;45;37;m;
Cher22;20;;2;2.2;78;22;16;f;
Cher22;20;;3;1.0;100;14;41;m;
Cher22;20;;4;1.0;100;10;36;m;
Cher22;13;1;1;1.1;95;14;;f;
Cher22;13;;2;1.1;100;13;;m;
Cher22;13;;3;1.4;82;97;;m;
Cher22;13;;4;1.8;83;113;;f;
Cher22;38;;1;1.7;85;49;;m;
Cher22;38;;2;1.0;97;35;20;f;
Cher22;38;3;3;1.1;98;42;11;f;
Cher22;38;;4;1.8;93;37;;f;
Cher22;7;;1;2.1;73;119;;f;
Cher22;7;;2;1.4;81;7;;m;
Cher22;7;3;3;2.3;78;78;;f;
Cher22;7;;4;1.7;93;13;;f;
Cher22;25;;1;1.3;95;96;;f;
Cher22;25;2;2;1.0;96;14;19;f;
Cher22;25;;3;1.3;97;85;;f;
Cher22;25;;4;1.3;97;15;27;m;
Cher22;36;;1;2.4;68;40;;f;
Cher22;36;2;2;1.4;92;37;17;f;
Cher22;36;;3;2.1;77;25;;f;
Cher22;36;;4;1.4;86;27;18;f;
Cher22;35;;1;1.4;88;8;;f;
Cher22;35;;2;1.4;88;7;;f;
Cher22;35;3;3;1.3;99;7;40;m;
Cher22;35;;4;1.2;98;11;15;f;
Cher22;21;;1;1.7;90;108;27;m;
Cher22;21;;2;1.1;97;29;18;f;
Cher22;21;;3;1.1;95;39;21;f;
Cher22;21;4;4;1.8;80;118;31;m;
Cher22;31;1;1;2.3;74;9;25;m;
Cher22;31;;2;2.1;70;12;22;f;
Cher22;31;;3;2.3;67;81;;f;
Cher22;31;;4;2.3;78;96;;m;
Cher22;11;;1;1.0;100;14;;m;
Cher22;11;;2;2.4;70;30;;m;
Cher22;11;3;3;2.3;76;21;;f;
Cher22;11;;4;1.2;99;8;;f;
Cher22;14;1;1;1.0;97;5;;f;
Cher22;14;;2;1.8;83;29;;m;
Cher22;14;;3;1.0;95;14;;f;
Cher22;14;;4;1.7;85;50;;m;
Cher22;17;1;1;1.1;95;45;19;f;
Cher22;17;;2;1.2;99;45;23;f;
Cher22;17;;3;2.2;74;118;38;m;
Cher22;17;;4;2.3;72;93;37;m;
Cher22;10;1;1;2.0;75;27;;f;
Cher22;10;;2;2.2;75;28;;f;
Cher22;10;;3;1.5;91;12;;m;
Cher22;10;;4;1.4;93;11;;m;
Cher22;37;;1;2.3;79;50;;f;
Cher22;37;2;2;1.3;97;20;34;m;
Cher22;37;;3;1.3;97;21;40;m;
Cher22;37;;4;2.0;77;46;;m;
Cher22;32;1;1;2.0;72;9;12;f;
Cher22;32;;2;2.0;78;34;;m;
Cher22;32;;3;2.4;68;22;;f;
Cher22;32;;4;2.4;70;20;;m;
Cher22;39;;1;2.2;74;87;;f;
Cher22;39;;2;1.4;94;115;36;m;
Cher22;39;3;3;1.5;94;78;19;f;
Cher22;39;;4;1.9;66;111;;f;
Cher22;40;;1;1.3;99;82;13;f;
Cher22;40;;2;2.1;78;82;;f;
Cher22;40;;3;2.3;72;109;;m;
Cher22;40;4;4;1.2;100;119;30;m;
Cher22;26;;1;1.0;96;14;14;f;
Cher22;26;;2;1.3;100;48;;f;
Cher22;26;3;3;1.3;95;11;36;m;
Cher22;26;;4;1.3;99;43;;f;
Cher22;22;1;1;1.5;94;91;25;m;
Cher22;22;;2;1.1;100;12;19;f;
Cher22;22;;3;1.4;86;119;12;f;
Cher22;22;;4;1.0;100;6;18;f;
Cher22;41;;1;1.4;85;97;;f;
Cher22;41;;2;1.8;87;109;;f;
Cher22;41;;3;1.1;96;119;16;f;
Cher22;41;4;4;1.2;97;109;32;m;
Cher22;12;;1;1.8;86;116;;f;
Cher22;12;;2;1.0;100;43;;m;
Cher22;12;3;3;1.0;95;50;;f;
Cher22;12;;4;1.8;86;89;;f;
Cher22;27;;1;1.4;83;49;39;m;
Cher22;27;;2;1.7;92;70;;f;
Cher22;27;3;3;1.4;91;31;31;m;
Cher22;27;;4;1.6;84;97;;m;
chhe10;8;1;1;1.2;95;44;;f;
chhe10;8;;2;2.4;68;94;;f;
chhe10;8;;3;1.2;95;27;;m;
chhe10;8;;4;1.9;72;102;;m;
chhe10;19;;1;2.1;68;27;41;m;
chhe10;19;2;2;1.6;87;7;21;f;
chhe10;19;;3;2.1;72;30;37;m;
chhe10;19;;4;1.7;83;13;26;m;
chhe10;30;;1;2.4;70;83;;m;
chhe10;30;;2;1.9;74;40;21;f;
chhe10;30;3;3;2.4;77;33;17;f;
chhe10;30;;4;2.3;74;91;;f;
chhe10;27;;1;1.8;87;119;;f;
chhe10;27;2;2;1.6;92;44;30;m;
chhe10;27;;3;1.5;80;29;21;f;
chhe10;27;;4;1.6;80;96;;m;
chhe10;11;;1;1.3;99;14;;m;
chhe10;11;;2;1.0;95;15;;f;
chhe10;11;;3;2.1;69;46;;m;
chhe10;11;4;4;1.9;70;32;;f;
chhe10;41;;1;1.7;84;95;;f;
chhe10;41;;2;1.2;98;79;41;m;
chhe10;41;;3;1.7;92;117;;m;
chhe10;41;4;4;1.3;99;87;15;f;
chhe10;31;;1;2.0;75;14;21;f;
chhe10;31;;2;2.1;78;74;;m;
chhe10;31;;3;2.0;67;10;28;m;
chhe10;31;4;4;2.4;68;109;;f;
chhe10;37;1;1;1.3;97;34;29;m;
chhe10;37;;2;2.1;76;25;;f;
chhe10;37;;3;2.2;79;32;;f;
chhe10;37;;4;1.0;100;23;34;m;
chhe10;29;;1;1.8;92;9;22;f;
chhe10;29;;2;1.8;93;5;35;m;
chhe10;29;3;3;1.4;94;27;;f;
chhe10;29;;4;1.5;93;37;;m;
chhe10;36;1;1;1.6;80;47;39;m;
chhe10;36;;2;1.9;70;38;;f;
chhe10;36;;3;1.9;72;20;;m;
chhe10;36;;4;1.8;92;38;30;m;
chhe10;26;;1;1.0;97;12;39;m;
chhe10;26;;2;1.2;96;6;36;m;
chhe10;26;3;3;1.3;99;43;;f;
chhe10;26;;4;1.2;97;38;;m;
chhe10;22;;1;1.7;86;75;36;m;
chhe10;22;;2;1.0;95;6;25;m;
chhe10;22;;3;1.1;100;10;13;f;
chhe10;22;4;4;1.8;93;100;38;m;
chhe10;20;;1;2.1;68;24;37;m;
chhe10;20;2;2;1.1;99;14;38;m;
chhe10;20;;3;2.3;68;26;23;f;
chhe10;20;;4;1.3;100;9;26;m;
chhe10;13;;1;1.2;100;13;;m;
chhe10;13;;2;1.6;94;93;;m;
chhe10;13;3;3;1.6;91;105;;m;
chhe10;13;;4;1.3;95;5;;f;
chhe10;24;1;1;1.1;97;98;;m;
chhe10;24;;2;1.1;98;43;25;m;
chhe10;24;;3;1.2;98;95;;m;
chhe10;24;;4;1.3;97;24;20;f;
chhe10;21;;1;1.3;100;27;19;f;
chhe10;21;;2;1.1;96;20;41;m;
chhe10;21;;3;1.5;87;113;27;m;
chhe10;21;4;4;1.4;93;99;18;f;
chhe10;33;;1;2.2;79;14;;f;
chhe10;33;;2;1.5;83;15;27;m;
chhe10;33;;3;2.1;78;10;;m;
chhe10;33;4;4;1.6;90;7;22;f;
chhe10;39;;1;1.5;94;103;38;m;
chhe10;39;;2;2.1;71;83;;f;
chhe10;39;;3;2.4;79;104;;m;
chhe10;39;4;4;1.8;94;118;31;m;
chhe10;14;1;1;1.0;95;12;;m;
chhe10;14;;2;1.6;86;43;;m;
chhe10;14;;3;1.6;80;26;;f;
chhe10;14;;4;1.1;100;5;;m;
chhe10;10;;1;2.2;77;38;;m;
chhe10;10;2;2;2.2;79;43;;f;
chhe10;10;;3;1.6;92;6;;m;
chhe10;10;;4;1.5;85;9;;m;
chhe10;15;;1;1.9;68;109;14;f;
chhe10;15;2;2;1.5;94;30;40;m;
chhe10;15;;3;1.4;85;20;13;f;
chhe10;15;;4;2.0;70;78;20;f;
chhe10;28;;1;1.7;83;105;;f;
chhe10;28;2;2;1.4;86;8;25;m;
chhe10;28;;3;1.5;89;15;12;f;
chhe10;28;;4;1.4;91;103;;f;
chhe10;12;;1;1.5;86;113;;f;
chhe10;12;;2;1.1;97;29;;f;
chhe10;12;;3;1.1;98;21;;f;
chhe10;12;4;4;1.5;93;117;;f;
chhe10;38;;1;1.4;87;24;;m;
chhe10;38;;2;1.8;93;44;;m;
chhe10;38;;3;1.3;97;25;20;f;
chhe10;38;4;4;1.2;98;49;26;m;
chhe10;7;1;1;2.3;74;101;;m;
chhe10;7;;2;1.4;85;8;;m;
chhe10;7;;3;2.1;66;84;;m;
chhe10;7;;4;1.6;89;10;;f;
chhe10;40;;1;2.3;70;79;;m;
chhe10;40;2;2;1.1;95;116;17;f;
chhe10;40;;3;1.3;98;97;20;f;
chhe10;40;;4;2.4;79;76;;f;
chhe10;17;;1;2.3;73;86;40;m;
chhe10;17;;2;1.2;99;48;30;m;
chhe10;17;3;3;2.0;72;91;25;m;
chhe10;17;;4;1.3;98;45;31;m;
chhe10;16;;1;1.9;75;85;12;f;
chhe10;16;;2;1.7;94;9;21;f;
chhe10;16;3;3;1.5;83;10;15;f;
chhe10;16;;4;2.1;66;99;36;m;
chhe10;32;1;1;1.9;73;21;;m;
chhe10;32;;2;2.4;78;33;;f;
chhe10;32;;3;2.3;67;27;;m;
chhe10;32;;4;2.3;79;15;34;m;
chhe10;23;;1;1.3;95;5;31;m;
chhe10;23;;2;1.4;86;29;30;m;
chhe10;23;3;3;1.6;87;35;34;m;
chhe10;23;;4;1.3;96;5;15;f;
chhe10;34;;1;2.0;66;5;;f;
chhe10;34;;2;1.3;96;7;40;m;
chhe10;34;3;3;1.0;95;12;36;m;
chhe10;34;;4;2.2;67;10;;m;
